querycode,query,num_ads,num_clicks,num_impressions,num_word,brand,location,log_trans,avg_ad_quality,log_imp,avg_num_ads,categoryid
1,yellow pages,124614,6984,15943,2,1,0,2.3025851,0.05732561,9.6767751,7.7962115,10
2,sears,83599,6149,12498,1,1,0,3.8501476,0.07572037,9.4333239,6.6594655,8
3,lowes,108271,6095,14019,1,0,0,3.6375862,0.06017457,9.5481688,7.7056851,13
4,white pages,114079,5362,14676,2,0,1,2.5649494,0.04956773,9.5939688,7.7540202,10
5,verizon wireless,78519,4589,9916,2,1,0,3.3322045,0.06531274,9.2019049,7.8947156,11
6,walmart,141624,4284,24851,1,1,0,3.4011974,0.02957067,10.120653,5.692286,8
7,map quest,95539,4221,25120,2,1,0,2.0794415,0.03803787,10.13142,3.789371,18
8,staples,37062,3834,6846,1,1,1,3.1354942,0.10667664,8.8314198,5.3936605,8
9,travelocity,67370,3627,8669,1,1,0,4.1588831,0.05692789,9.0675087,7.7545276,4
10,kohls,39373,3263,7637,1,0,0,3.7376696,0.08357674,8.9407601,5.1220374,8
11,circuit city,27842,3220,8796,2,0,0,3.6375862,0.12307432,9.0820524,3.14211,10
12,firefox,36639,3108,4699,1,0,0,1.6094379,0.08699509,8.455105,7.7424984,11
13,kelly blue book,48841,2918,7046,3,1,1,4.8362819,0.05637637,8.8602154,6.9142776,2
14,limewire,47988,2883,6084,1,0,0,2.3978953,0.05735934,8.7134177,7.8408941,11
15,netflix,7380,2761,6215,1,1,0,2.9957323,0.38654632,8.734721,1.1607401,3
16,office depot,6515,2482,5483,2,1,0,3.6375862,0.38988667,8.6094077,1.1657852,13
17,old navy,23566,2408,5509,2,1,0,3.6635616,0.10441903,8.6141384,4.2617535,8
18,weather,120285,2371,15646,1,0,0,1.6094379,0.01982882,9.6579706,7.6767864,18
19,orbitz,6356,2341,5351,1,1,0,3.7841896,0.38354483,8.5850387,1.168006,4
20,7 wonders world,104563,2247,23873,3,0,0,0.69314718,0.01160091,10.080503,4.3723034,19
21,mapquest,197124,2164,80601,1,1,0,2.1972246,0.00891853,11.297266,2.444188,18
22,kmart,31114,2157,4880,1,1,0,3.7841896,0.05648731,8.4929005,6.3381148,8
23,united airlines,40694,2133,5159,2,1,0,3.2580965,0.05623949,8.548498,7.8672223,4
24,games,66610,2066,8431,1,0,0,1.0986123,0.02354768,9.0396707,7.8739177,5
25,verizon,70556,2003,8932,1,1,0,2.944439,0.0193258,9.0973956,7.8807658,11
26,yahoo mail,39120,1931,29095,2,0,0,1.7917595,0.02128375,10.278322,1.3409177,11
27,people search,35152,1924,4457,2,0,0,1.3862944,0.04037366,8.4022312,7.8411488,6
28,paypal,28112,1759,4731,1,0,0,3.9512437,0.0654755,8.4618919,5.9351089,9
29,office max,21899,1724,3309,2,1,1,3.4657359,0.08366083,8.1044013,6.5929284,13
30,cingular,32199,1701,9669,1,0,0,2.7080502,0.05340729,9.1766802,3.3204054,11
31,eharmony,23464,1678,4375,1,0,0,0.69314718,0.06974886,8.3836618,5.3494857,6
32,direct tv,9766,1668,3272,2,1,0,3.2188758,0.17967708,8.0931567,2.9605746,3
33,blockbuster,29444,1583,3898,1,1,0,3.1354942,0.05661009,8.2682189,7.5269369,3
34,halloween costum,25720,1578,3277,2,0,0,3.3672958,0.06149025,8.0946836,7.8010375,16
35,cheap tickets,25639,1547,3251,2,0,0,5.123964,0.06541611,8.0867179,7.8625038,4
36,weight watchers,28790,1534,3651,2,1,0,2.1972246,0.05723175,8.2027564,7.8537387,1
37,nordstrom,4234,1504,2936,1,1,0,3.5263605,0.35576532,7.9848034,1.4294959,17
38,bank of america,193965,1493,32872,3,1,0,2.7080502,0.0101938,10.400377,5.8985459,9
39,toyota,27518,1493,3962,1,1,0,2.7080502,0.05231487,8.2845042,6.9278142,2
40,us airways,26974,1477,3429,2,0,0,2.7080502,0.06232975,8.140024,7.8471858,4
41,pogo,29693,1455,11391,1,0,0,2.0794415,0.05319246,9.3405788,2.600913,5
42,windows vista,144221,1376,21210,2,0,0,2.7080502,0.01081961,9.962228,6.793918,11
43,aaa,6011,1360,2482,1,0,0,3.0910425,0.22894885,7.81682,2.4073328,4
44,barnes and noble,7307,1341,3744,3,0,1,3.6635616,0.17965566,8.2279098,1.9399038,19
45,monster,4591,1339,4006,1,0,0,2.0794415,0.29438107,8.2955485,1.1385422,5
46,pottery barn,14040,1321,3031,2,0,0,3.912023,0.09323459,8.0166479,4.6176179,8
47,hotels,16381,1313,2068,1,0,0,3.988984,0.07882076,7.6343372,7.8863636,4
48,gap,13916,1265,2626,1,0,0,3.1354942,0.08993329,7.8732171,5.280655,8
49,avg,18243,1246,2296,1,0,0,2.6390573,0.05146442,7.7389238,7.8906794,11
50,radio shack,19874,1173,2596,2,1,0,2.7725887,0.06252101,7.8617271,7.6406009,11
51,delta airlines,38014,1153,4827,2,1,1,3.2188758,0.03303547,8.4819804,7.8628548,4
52,altigen,6222,1108,728,1,0,0,2.7725887,0.19086817,6.590301,7.9368132,11
53,goggle,28656,1101,11262,1,1,0,2.0794415,0.02769728,9.3291895,2.5372936,17
54,check yahoo mail,10851,1094,5377,3,0,0,1.3862944,0.01531002,8.5898859,2.0039055,11
55,scottrade,2446,1083,1866,1,1,0,3.4339872,0.45130511,7.5315524,1.2968917,9
56,zappos,17545,1044,2236,1,1,0,3.4657359,0.06164863,7.7124438,7.8260286,17
57,chase,51066,1041,7430,1,1,0,1.9459101,0.02273101,8.9132811,6.8676985,9
58,jet blue,21845,1029,3144,2,1,0,3.2580965,0.05379895,8.0532512,6.9344784,4
59,jetblue,17720,1027,2548,1,1,0,3.2580965,0.05517652,7.843064,6.9324961,4
60,marriott,12270,1025,2321,1,0,0,2.5649494,0.08377097,7.7497534,5.2576476,4
61,used cars,15754,1020,1995,2,0,0,4.060443,0.06172997,7.5983993,7.8581454,2
62,free games,31253,1018,3952,2,0,0,0.69314718,0.02566811,8.2819771,7.8833502,5
63,baby names,24268,1010,3079,2,0,0,0.69314718,0.04453145,8.0323601,7.8587204,6
64,dish network,22547,986,2855,2,1,0,3.3322045,0.04582714,7.9568271,7.8805604,3
65,adobe,18948,983,2718,1,1,0,2.3025851,0.0567989,7.9076516,6.9389257,11
66,sex,18073,963,6258,1,0,0,1.9459101,0.04045349,8.7416159,2.8705657,7
67,directv,7544,962,1874,1,1,0,2.7725887,0.10916698,7.5358305,4.0090715,3
68,wamu,45542,951,6715,1,1,0,2.1972246,0.0189382,8.8120991,6.77379,9
69,honda,26128,945,3318,1,0,0,2.6390573,0.03614757,8.1071175,7.8607595,2
70,weather channel,50816,945,8753,2,0,0,1.0986123,0.01741018,9.0771518,5.7968696,18
71,comcast,57491,944,8268,1,1,0,3.5835189,0.01668416,9.0201479,6.9476294,11
72,kelley blue book,16560,939,2407,3,1,0,4.7273878,0.0631922,7.7861364,6.8670544,2
73,chat,23488,931,2960,1,0,0,2.5649494,0.03393799,7.9929445,7.9006757,15
74,jobs,19580,927,2487,1,0,0,0.69314718,0.03538831,7.8188324,7.8435867,10
75,area codes,17830,926,2434,2,0,0,1.9459101,0.04958754,7.7972913,7.3044371,10
76,flowers,12054,922,1523,1,0,0,3.5263605,0.07656804,7.3284374,7.8496389,16
77,nissan,18198,909,2306,1,1,0,3.0445224,0.05086211,7.7432697,7.8690373,2
78,you tube videos,22332,895,4277,3,0,0,1.9459101,0.01015136,8.3610071,5.204115,15
79,delta,32556,881,4134,1,0,1,2.8332133,0.02994498,8.3270007,7.8671988,4
80,lowe's,14279,873,1875,1,1,0,3.3322045,0.06341187,7.5363639,7.5968,13
81,overstock,2303,872,1928,1,1,0,4.1431347,0.38414496,7.5642385,1.1825726,13
82,big brother,20189,867,3017,2,1,0,0,0.02593568,8.0120182,6.6682135,3
83,chicktionary,12551,853,1899,1,0,0,2.4849067,0.02719882,7.5490827,6.5855714,5
84,recipes,29065,851,3680,1,0,0,1.7917595,0.02455585,8.210668,7.882337,1
85,fandango,14104,849,2486,1,0,0,3.2958369,0.05529861,7.8184303,5.6613033,3
86,at&t,32607,842,4707,2,1,0,2.8332133,0.02364044,8.456806,6.9173571,11
87,victoria secret,16695,838,2175,2,1,0,3.2580965,0.06039696,7.6847839,7.6625287,16
88,hp,29790,821,3789,1,0,0,3.1780538,0.03026802,8.2398574,7.8508841,11
89,consumer reports,15492,818,1965,2,0,0,4.8121844,0.05388319,7.5832475,7.870229,9
90,airline tickets,11954,813,1517,2,0,0,4.9628446,0.0625307,7.32449,7.8464074,4
91,mozilla firefox,10250,812,1291,2,0,0,1.3862944,0.07516004,7.1631724,7.8892332,11
92,fedex,16767,807,4753,1,0,0,3.3672958,0.04141947,8.4665313,3.52409,10
93,free credit repo,16845,801,2134,3,1,0,2.3978953,0.04823959,7.6657534,7.8678538,9
94,driving directio,33650,792,4950,2,0,0,1.0986123,0.01710862,8.5071429,6.7836364,10
95,hotwire,13550,787,1764,1,0,0,3.8286414,0.02608142,7.4753392,7.664966,4
96,dodge,13384,786,1690,1,1,0,2.3025851,0.05843378,7.4324838,7.9011834,2
97,jeep,11044,781,1396,1,1,0,2.4849067,0.07066862,7.2413663,7.8904011,2
98,clip art,13483,779,1716,2,0,0,1.0986123,0.04479817,7.4477513,7.8210956,6
99,dmv,12777,773,1937,1,0,0,1.0986123,0.06433891,7.5688957,6.580795,7
100,priceline,2653,767,2260,1,1,0,4.2766661,0.28897306,7.7231201,1.1632743,4
101,gnc,11232,765,1425,1,1,0,3.7612001,0.07119181,7.2619271,7.8708772,1
102,travel,10385,755,1493,1,0,0,3.4011974,0.05249178,7.3085428,6.9303416,4
103,wells fargo,73742,754,13816,2,1,1,3.1780538,0.01254833,9.5335826,5.3346844,9
104,skype,11108,752,1590,1,1,0,2.7725887,0.06958464,7.3714893,6.9358491,11
105,dex,15584,749,2425,1,0,0,2.3978953,0.028177,7.7935868,6.4119588,10
106,ikea,32477,737,4883,1,1,0,3.0910425,0.02069262,8.4935151,6.6407946,13
107,lane bryant,12374,730,1579,2,0,1,3.6635616,0.06133215,7.364547,7.7986067,8
108,yahoo messenger,14816,728,3529,2,0,0,1.6094379,0.04304575,8.1687698,4.180221,11
109,sports authority,14369,720,2004,2,1,0,2.3025851,0.04899193,7.6029005,7.1591816,8
110,mozilla,10908,718,1385,1,0,0,1.3862944,0.07320711,7.2334554,7.8368231,11
111,hertz,12643,712,1824,1,1,0,2.8903718,0.05970388,7.5087872,6.9205044,2
112,fed ex,12691,711,2456,2,0,0,3.4965076,0.06327895,7.8062893,5.1620521,10
113,music,28434,709,3621,1,0,0,1.0986123,0.02069581,8.1945055,7.8337476,0
114,people finder,10509,704,1329,2,0,0,1.3862944,0.04600884,7.1921821,7.8728367,10
115,american eagle,14000,694,1810,2,0,1,2.9957323,0.05196665,7.5010821,7.7082873,8
116,western union,6553,693,1349,2,1,1,3.5263605,0.11038687,7.2071189,4.8339511,9
117,century 21,12205,686,1762,2,1,1,3.0445224,0.05865791,7.4742048,6.900681,10
118,craigslist,191525,678,39522,1,1,0,2.1972246,0.00769323,10.584613,4.8449218,10
119,petco,9050,678,1388,1,1,0,2.4849067,0.08345953,7.2356191,6.5057637,12
120,chase bank,19036,677,2750,2,1,1,2.7725887,0.03597816,7.9193562,6.9087273,9
121,ford,18960,676,2735,1,0,0,2.6390573,0.03611881,7.9138867,6.9191956,2
122,ups tracking,12622,663,4134,2,0,0,3.1354942,0.0159787,8.3270007,3.044509,10
123,adobe reader,10839,647,1563,2,1,0,1.9459101,0.07190242,7.3543623,6.9014715,11
124,kbb,13099,647,1899,1,0,0,4.5951198,0.05615002,7.5490827,6.88099,2
125,lands end,7202,647,1508,2,0,0,3.2958369,0.09423151,7.3185395,4.744695,8
126,vanguard,11464,646,1540,1,0,0,1.7917595,0.06120179,7.3395377,7.4298701,9
127,crate and barrel,10543,645,1472,3,0,0,3.912023,0.06439627,7.2943773,7.1487772,8
128,coach,12732,643,1638,1,1,0,2.7080502,0.05079487,7.4012313,7.7582418,17
129,zip codes,23771,637,5404,2,0,0,2.1972246,0.01501769,8.5948947,4.3941525,10
130,nordstroms,4607,636,1278,1,1,0,3.4339872,0.14683371,7.1530516,3.5899844,17
131,fantasy football,11240,635,1616,2,0,0,0.69314718,0.05366056,7.3877092,6.9133663,14
132,oriental trading,9528,627,1270,2,0,0,3.3322045,0.05394415,7.1467722,7.4677165,16
133,cvs,10695,626,1815,1,1,0,2.9957323,0.06373325,7.5038407,5.8798898,12
134,big brother 8,42840,621,6332,3,1,0,0,0.02564447,8.7533714,6.7599495,3
135,resume,8396,620,1061,1,1,0,1.7917595,0.05907257,6.9669671,7.8539114,6
136,wal mart,13715,618,3504,2,1,1,3.4011974,0.04093389,8.1616605,3.9049658,8
137,coldwater creek,8625,615,1342,2,1,1,3.3322045,0.07852765,7.2019163,6.4061103,8
138,papa johns,6178,606,1246,2,1,0,4.2766661,0.10625313,7.1276937,4.9454254,14
139,msn,55875,605,15413,1,1,0,1.9459101,0.01330381,9.6429666,3.6206449,11
140,webkinz,93589,604,15758,1,0,0,3.2188758,0.00830249,9.6651035,5.9345729,16
141,phone book,7181,596,908,2,0,0,2.9957323,0.05961912,6.8112444,7.8623348,10
142,macys,47468,595,6120,1,0,0,4.0430513,0.01494044,8.7193174,7.7513072,8
143,enterprise,12017,594,1540,1,0,1,2.0794415,0.03188912,7.3395377,7.7896104,11
144,verizonwireless,11675,592,1477,1,0,0,2.8332133,0.04233432,7.2977683,7.8821936,11
145,allegiant air,9150,588,1172,2,0,0,3.1354942,0.0704763,7.066467,7.7841297,4
146,classmates,9291,586,1223,1,0,0,1.0986123,0.06094718,7.1090621,7.5699101,6
147,dictionary,70710,584,18039,1,0,0,0,0.00891336,9.8002914,3.9179555,6
148,victorias secret,10190,584,1296,2,1,0,3.3322045,0.0597914,7.1670379,7.8441358,16
149,amazon books,12024,581,1688,2,0,0,3.6888795,0.03475918,7.4312997,7.0959716,19
150,pandora,13244,578,1925,1,0,0,2.4849067,0.04772535,7.5626812,6.8711688,0
151,snapfish,8443,577,1088,1,0,0,3.8501476,0.06701598,6.9920964,7.7150735,6
152,winzip,6859,572,874,1,0,0,1.7917595,0.07477349,6.7730804,7.8020595,11
153,blue book,9854,569,1417,2,1,0,4.3820266,0.06568216,7.2562972,6.9322512,2
154,usairways,9476,568,1201,1,0,0,2.944439,0.05947956,7.0909098,7.8634471,4
155,hollister,12381,567,1613,1,1,1,2.7725887,0.04862105,7.3858511,7.6707998,8
156,411,7507,563,1209,1,0,0,2.1972246,0.05833081,7.0975489,6.1770058,7
157,washington mutua,30808,562,4478,2,0,1,2.6390573,0.02086671,8.4069318,6.8715945,9
158,gymboree,9067,560,1228,1,0,0,3.912023,0.06502062,7.1131421,7.3680782,8
159,lexus,9536,558,1209,1,1,0,2.5649494,0.05653894,7.0975489,7.8560794,2
160,yahoo personals,13010,558,1797,2,0,0,2.944439,0.04401096,7.4938739,7.2287145,6
161,time warner cabl,12612,557,1813,3,0,1,3.2188758,0.04663902,7.5027382,6.9338114,11
162,sex toys,5879,556,746,2,0,0,3.1780538,0.09367052,6.6147256,7.8123324,15
163,bellsouth,21588,554,3134,1,1,0,3.6635616,0.02180174,8.0500654,6.8797064,11
164,borders,13274,551,1933,1,1,0,1.6094379,0.04404632,7.5668285,6.8541128,19
165,phentermine,5841,548,741,1,0,0,3.1354942,0.0906813,6.6080006,7.7651822,12
166,sams club,27701,545,4869,2,1,0,3.1780538,0.00981487,8.4906439,5.6841241,8
167,comfort inn,7869,544,998,2,0,1,2.3025851,0.07490281,6.9057533,7.8657315,4
168,msn messenger,19366,544,7282,2,1,0,2.3978953,0.01403212,8.8931608,2.65298,11
169,us air,10141,544,1291,2,0,0,2.5649494,0.04923216,7.1631724,7.8481797,4
170,yellowpages,12313,542,1605,1,1,0,2.3025851,0.05623853,7.380879,7.6498442,10
171,harley davidson,14132,541,2030,2,0,1,1.3862944,0.03941493,7.6157911,6.944335,2
172,whitepages,10120,537,1322,1,0,0,2.5649494,0.05955226,7.186901,7.6331316,10
173,real player,5602,535,708,2,1,0,1.6094379,0.0995125,6.5624441,7.8107345,11
174,vonage,10045,533,1283,1,1,0,3.3322045,0.05348799,7.1569564,7.8113796,11
175,eddie bauer,7619,532,1020,2,0,0,3.8066625,0.07390518,6.9275579,7.45,8
176,ares,7896,525,1207,1,0,0,0.69314718,0.05984526,7.0958932,6.4954432,11
177,united,10820,524,1394,1,0,0,2.5649494,0.05528706,7.2399326,7.7482066,7
178,free people sear,10490,515,1358,3,0,0,2.0794415,0.04860693,7.2137683,7.6907216,6
179,amazon,54258,514,14879,1,0,0,3.5553481,0.0061654,9.6077061,3.6448014,11
180,ipod,14930,512,1905,1,1,0,3.5553481,0.03652767,7.5522373,7.8215223,11
181,usair,8050,512,1014,1,0,0,2.4849067,0.0582017,6.9216582,7.913215,7
182,cheap flights,9586,510,1220,2,0,0,5.0875963,0.05048883,7.1066061,7.8377049,4
183,aa,7542,509,1153,1,0,0,2.8903718,0.06050603,7.0501225,6.5134432,9
184,chat rooms,10939,508,1379,2,0,0,1.7917595,0.04308262,7.2291139,7.8984772,15
185,mega millions,8435,508,3306,2,0,0,2.4849067,0.03251328,8.1034943,2.5399274,0
186,lottery,10766,505,1769,1,0,0,1.9459101,0.02114745,7.4781697,6.0531374,0
187,eastbay,7977,503,1192,1,0,0,2.3978953,0.06827498,7.0833878,6.6770134,7
188,nextel,16197,499,2330,1,1,0,3.2188758,0.03783202,7.7536235,6.9304721,11
189,car rental,7955,495,1014,2,0,0,4.4067192,0.06982547,6.9216582,7.795858,2
190,neiman marcus,1605,491,1153,2,1,1,3.6109179,0.30285437,7.0501225,1.3798786,8
191,avon,8553,481,1093,1,0,0,2.0794415,0.05713578,6.9966815,7.8087832,9
192,disney channel,15972,479,7451,2,1,0,0.69314718,0.01207714,8.9161035,2.1352839,3
193,microsoft,22526,478,4008,1,0,0,2.7725887,0.01877418,8.2960476,5.6147705,11
194,fidelity,18812,473,2774,1,1,0,2.5649494,0.02610372,7.9280456,6.7692862,9
195,hyundai,7463,473,1070,1,1,0,2.8903718,0.06504525,6.9754139,6.9579439,2
196,iphone,9709,472,1396,1,1,0,2.944439,0.04727851,7.2413663,6.9362464,11
197,banana republic,2109,471,1313,2,1,1,3.4339872,0.21924865,7.1800699,1.6024372,8
198,mcafee,6760,470,855,1,1,1,2.5649494,0.0771444,6.7511015,7.8643275,11
199,chrysler,7920,468,1004,1,0,0,2.4849067,0.05338308,6.9117473,7.8695219,2
200,books,8096,466,1027,1,0,0,3.988984,0.04792214,6.9343972,7.8510224,19
201,chadwicks,5758,466,916,1,0,0,2.7725887,0.08687155,6.8200164,6.2663755,1
202,screensavers,6239,457,785,1,0,0,1.0986123,0.06838076,6.6656837,7.8751592,11
203,days inn,7025,452,893,2,1,0,2.4849067,0.06817925,6.7945866,7.837626,4
204,ecards,8217,449,1047,1,0,0,1.9459101,0.05582196,6.9536842,7.8070678,6
205,auto trader,23010,448,4537,2,1,0,3.6888795,0.02373013,8.4200213,5.067225,2
206,directions,12799,448,1863,1,0,0,0.69314718,0.02308032,7.5299434,6.8593666,10
207,hallmark,2146,448,1231,1,1,0,3.2188758,0.2074008,7.1155821,1.7376117,6
208,frontier airline,14206,443,2044,2,0,0,3.4339872,0.03458353,7.622664,6.9452055,4
209,victoria's secre,7441,442,970,2,1,0,3.3322045,0.06041505,6.8772961,7.6587629,16
210,phone numbers,5016,441,631,2,0,0,2.7080502,0.05741486,6.4473059,7.8954041,10
211,house plans,9526,440,1201,2,0,0,2.3025851,0.04756696,7.0909098,7.8992506,13
212,ticket master,16389,440,2378,2,1,0,4.0943446,0.03089159,7.7740151,6.8805719,0
213,aarp,11340,439,1443,1,0,0,2.0794415,0.03975909,7.2744796,7.8406098,9
214,trip advisor,9237,439,1204,2,0,0,1.7917595,0.04579016,7.0934046,7.6561462,4
215,macy's,32564,438,4284,1,1,0,4.0775374,0.01045348,8.3626424,7.592437,8
216,tire rack,6747,438,886,2,0,0,3.5835189,0.07182996,6.786717,7.5936795,2
217,bloomingdales,9278,437,1226,1,0,0,4.0943446,0.04801741,7.1115121,7.5424144,8
218,free ringtones,7031,436,890,2,0,0,1.7917595,0.05574154,6.7912215,7.8662921,11
219,job search,8886,433,1122,2,0,0,1.3862944,0.03613863,7.0228681,7.8885918,10
220,toys r us,25894,433,3790,3,0,0,3.5553481,0.01914804,8.2401213,6.8261214,8
221,kohl's,11620,432,1788,1,1,0,3.6375862,0.03865754,7.488853,6.48434,8
222,jenny craig,6150,428,773,2,1,1,2.5649494,0.06962789,6.650279,7.9249677,1
223,dhl,11810,427,2482,1,0,0,3.2958369,0.0378619,7.81682,4.7425463,10
224,cingular wireles,6796,422,2060,2,0,0,2.7080502,0.05293151,7.6304613,3.2839806,11
225,yahoo,366525,418,251683,1,1,0,2.3978953,0.00374437,12.435926,1.4560817,11
226,bmi,6796,416,861,1,0,0,1.7917595,0.04770226,6.7580945,7.8490128,1
227,nada,27101,415,3536,1,0,0,2.3978953,0.01488038,8.1707514,7.6561086,2
228,kayak,8534,414,1081,1,0,0,3.1354942,0.06453953,6.9856418,7.8852914,4
229,free online game,22605,413,3269,3,0,0,0.69314718,0.02019268,8.0922394,6.9039462,5
230,car rentals,6690,412,838,2,0,0,4.4067192,0.05294741,6.7310181,7.9403341,2
231,sony,13377,412,1700,1,1,0,3.2580965,0.03409068,7.4383835,7.8547059,11
232,shingles,6265,411,796,1,0,0,1.0986123,0.06811642,6.6795992,7.8354271,12
233,hilton,7371,410,1115,1,1,1,2.8903718,0.05483969,7.0166097,6.6008969,4
234,shopnbc,4894,409,658,1,1,0,3.5835189,0.08587193,6.4892049,7.4012158,17
235,fox news,19137,408,7755,2,1,0,2.4849067,0.01938475,8.9560931,2.4666667,18
236,motel 6,6437,407,831,2,1,0,3.0910425,0.06649528,6.7226298,7.7172082,4
237,tmobile,26583,407,3374,1,1,0,3.2958369,0.01816171,8.1238543,7.8719621,11
238,autotrader,24611,404,3938,1,1,0,3.6375862,0.0181752,8.2784283,6.2453022,2
239,barnes & noble,2071,404,1036,2,1,1,3.6635616,0.17985672,6.9431224,1.980695,19
240,addicting games,32931,403,6063,2,0,0,1.3862944,0.01471005,8.70996,5.4258618,5
241,circuitcity,4862,403,804,1,0,0,3.5553481,0.06905005,6.6895993,6.0161692,10
242,kellybluebook,6282,403,800,1,0,0,4.634729,0.05831246,6.6846117,7.8125,2
243,talbots,5071,402,779,1,1,0,3.6375862,0.08396355,6.658011,6.5019255,8
244,chase online,9892,401,1428,2,1,1,3.4011974,0.03504344,7.2640301,6.9096639,9
245,discover card,12838,400,1631,2,1,0,3.4657359,0.03448994,7.3969486,7.8553035,9
246,wellsfargo,21349,398,4638,1,1,0,3.0910425,0.00829098,8.4420385,4.5972402,9
247,bass pro shop,7753,395,1129,3,0,0,3.5263605,0.05576887,7.0290876,6.8565102,17
248,match,13687,395,1977,1,0,0,1.6094379,0.03346699,7.5893358,6.908953,6
