querycode,query,num_ads,num_clicks,num_impressions,num_word,brand,location,log_trans,avg_ad_quality,log_imp,avg_num_ads,categoryid
249,free music,8181,392,1031,2,0,0,1.3862944,0.0458958,6.9382845,7.8952473,0
250,coldwell banker,11301,391,1425,2,1,0,2.8332133,0.04060491,7.2619271,7.9024561,10
251,find people,4739,391,595,2,0,0,1.0986123,0.03717023,6.3885614,7.902521,10
252,fashion bug,5643,390,724,2,0,0,3.6109179,0.07350834,6.5847914,7.769337,8
253,abercrombie,9071,388,1180,1,0,1,3.2188758,0.04433033,7.0732697,7.6745763,8
254,check my aol mai,23586,387,3974,4,0,0,1.6094379,0.01730841,8.2875284,5.9305486,11
255,hair styles,13026,387,1880,2,0,0,1.3862944,0.02578717,7.5390271,6.918617,16
256,cheap hotels,5692,385,730,2,0,0,5.1357984,0.05467893,6.5930445,7.7753425,4
257,disney,35402,383,5107,1,0,0,2.3025851,0.01350116,8.5383674,6.9257881,17
258,craig's list,17261,381,3125,2,0,0,1.7917595,0.0128307,8.0471896,5.51488,10
259,equifax,6598,381,829,1,0,0,2.944439,0.0478258,6.7202202,7.9119421,9
260,spybot,8813,381,1269,1,0,0,0,0.0441726,7.1459845,6.9338061,11
261,ace hardware,8107,380,1059,2,1,0,3.6375862,0.04481428,6.9650803,7.6392823,13
262,discount tire,6190,380,894,2,1,0,5.0039463,0.06585093,6.7957058,6.9105145,2
263,mazda,6389,380,919,1,1,0,2.944439,0.05991681,6.8232861,6.9412405,2
264,airlines,8212,377,1046,1,0,0,3.7612001,0.06089261,6.9527286,7.834608,4
265,greeting cards,7287,377,918,2,0,0,2.944439,0.05050249,6.8221974,7.9063181,6
266,john deere,7599,377,968,2,1,0,2.944439,0.05331343,6.8752321,7.8285124,2
267,shoes,8721,375,1115,1,0,0,3.6635616,0.0350272,7.0166097,7.7964126,17
268,hairstyles,11376,374,1648,1,0,0,2.1972246,0.02604898,7.4073177,6.8907767,16
269,apple,17273,373,2498,1,0,0,2.8332133,0.02382448,7.8232457,6.9079263,11
270,auto parts,6487,371,824,2,0,0,3.1780538,0.05277973,6.7141705,7.8240291,2
271,aim,17003,367,3565,1,0,0,1.7917595,0.02373191,8.1789193,4.7660589,11
272,disney store,6997,367,895,2,1,0,4.6539604,0.05505745,6.7968237,7.7932961,8
273,free ecards,6793,367,858,2,0,0,2.4849067,0.0522289,6.7546041,7.8659674,6
274,social security,15368,367,2212,2,0,0,1.7917595,0.02547655,7.7016524,6.9358047,7
275,lyrics,27160,366,5622,1,0,0,0.69314718,0.01341746,8.6344428,4.8271078,0
276,tires,8090,365,1040,1,0,0,3.3322045,0.03553577,6.946976,7.7548077,2
277,att,14555,362,2106,1,0,0,2.7725887,0.02833638,7.6525457,6.9050332,11
278,free e-cards,6177,361,784,3,0,0,2.4849067,0.05152177,6.664409,7.8329082,6
279,xm radio,9595,361,1383,2,1,0,3.0910425,0.0200512,7.2320103,6.9291396,0
280,free limewire,7343,360,924,2,0,0,1.0986123,0.05371027,6.8287121,7.9047619,11
281,lupus,5024,359,634,1,0,0,0,0.07054858,6.452049,7.8722397,12
282,wallpaper,7362,359,934,1,0,0,1.3862944,0.0430361,6.8394764,7.866167,6
283,adobe acrobat,4261,358,609,2,1,0,2.3025851,0.05828061,6.4118183,6.9458128,11
284,lime wire,8332,358,1199,2,0,0,2.4849067,0.05848401,7.0892432,6.9266055,11
285,southwest,31606,358,4571,1,0,0,1.3862944,0.01271729,8.4274873,6.9118355,4
286,discover,5913,357,750,1,0,0,2.6390573,0.0411146,6.6200732,7.8346667,9
287,nutrisystem,6483,356,819,1,1,0,2.6390573,0.05736452,6.7080841,7.9072039,1
288,checks,4012,355,510,1,0,0,3.2188758,0.07328895,6.2344107,7.8039216,9
289,movies,23976,355,3061,1,0,0,2.5649494,0.01433152,8.0264969,7.8219536,3
290,michael vick,14731,354,2202,2,0,0,1.6094379,0.02241792,7.6971213,6.6771117,14
291,student loans,5496,353,690,2,0,0,2.5649494,0.06576914,6.5366916,7.9231884,9
292,las vegas,13861,349,1763,2,0,0,2.7080502,0.02763492,7.4747722,7.8513897,4
293,quill,5336,349,689,1,0,0,2.4849067,0.07495605,6.5352413,7.6777939,19
294,hampton inn,11992,348,1733,2,1,1,3.1354942,0.03261172,7.4576093,6.9094057,4
295,nike,8708,348,1256,1,1,0,3.0910425,0.04351858,7.1356873,6.9227707,17
296,yahoo music,12753,348,3534,2,0,0,2.1972246,0.01782263,8.1701857,3.5998868,0
297,time warner,6295,345,798,2,1,1,2.944439,0.04718085,6.6821086,7.8533835,9
298,apartments,5682,344,718,1,0,0,3.9318256,0.06112443,6.5764696,7.8509749,10
299,ask,22274,344,6074,1,0,0,3.1354942,0.01552539,8.7117726,3.6636483,19
300,bearshare,4671,344,594,1,0,0,1.7917595,0.06903943,6.3868793,7.8148148,11
301,goggle search,7251,344,1834,2,0,0,1.9459101,0.01132883,7.5142547,3.9438386,6
302,travelosity,3463,344,436,1,1,0,2.7080502,0.11592336,6.0776422,7.9082569,4
303,wal-mart,8486,344,2171,2,1,0,3.4011974,0.03930686,7.6829432,3.9028098,8
304,music videos,13720,342,1972,2,0,0,0.69314718,0.01976334,7.5868035,6.9355984,0
305,horoscopes,11903,339,1513,1,0,0,1.6094379,0.02800057,7.3218497,7.8360872,19
306,alamo car rental,4503,338,574,3,1,1,4.6151205,0.06434938,6.3526294,7.8222997,2
307,payless shoes,7174,337,936,2,1,0,4.0430513,0.04641333,6.8416155,7.6485043,17
308,borders books,6272,336,796,2,1,0,3.0445224,0.03725221,6.6795992,7.8479899,19
309,t-mobile,21020,336,2668,2,1,0,3.3322045,0.01834635,7.8890844,7.8643178,11
310,cartoon network,26907,335,5270,2,0,0,1.3862944,0.00739311,8.5697856,5.0982922,5
311,qwest,10121,333,1283,1,1,0,2.8903718,0.02996118,7.1569564,7.8776306,11
312,bass pro shops,5129,331,848,3,0,0,3.5263605,0.06541154,6.7428806,6.0224057,17
313,clipart,5724,331,754,1,0,0,1.0986123,0.05357684,6.6253924,7.5424403,6
314,crocs,7791,331,981,1,0,0,3.0445224,0.04339638,6.8885725,7.9215087,17
315,newegg,3130,331,866,1,0,0,4.0775374,0.10700953,6.7638849,3.6073903,11
316,pregnancy,11349,331,1641,1,0,0,1.0986123,0.02540066,7.4030611,6.8939671,12
317,at&t wireless,9435,328,1203,3,1,0,3.5553481,0.03580403,7.0925737,7.8295927,11
318,pizza hut,16522,327,3031,2,1,0,3.5553481,0.03162885,8.0166479,5.4486968,14
319,girls gone wild,5914,326,935,3,0,0,1.0986123,0.0431014,6.8405465,6.3080214,15
320,thrifty car rent,4732,325,599,3,0,0,2.9957323,0.07028629,6.3952616,7.8831386,2
321,ann taylor,2994,324,876,2,1,1,3.4657359,0.10201435,6.7753661,3.4041096,8
322,marriott hotels,6972,324,891,2,1,0,1.6094379,0.05933089,6.7923444,7.7867565,4
323,tattoos,8551,324,1236,1,0,0,1.6094379,0.03210027,7.1196356,6.9053398,16
324,costumes,5441,323,691,1,0,0,3.0910425,0.05725825,6.5381398,7.8509407,16
325,2008 honda accor,3701,322,557,3,1,1,3.2580965,0.09965318,6.3225652,6.567325,2
326,cell phones,6873,322,868,2,0,0,3.2958369,0.04409262,6.7661917,7.9020737,11
327,for sale by owne,5821,322,736,4,0,0,4.8903491,0.05668852,6.6012301,7.861413,10
328,cruises,6848,321,867,1,0,0,3.912023,0.04652737,6.765039,7.8777393,4
329,credit report,5025,317,635,2,0,0,2.6390573,0.07185704,6.453625,7.8677165,9
330,pottery barn kid,3875,317,794,3,0,0,3.2188758,0.08404484,6.6770835,4.8488665,8
331,rooms to go,7206,317,943,3,0,0,3.5835189,0.04602003,6.8490663,7.630965,13
332,calendar,17632,316,2551,1,0,0,1.6094379,0.01740094,7.8442407,6.9031752,19
333,free clip art,6740,316,982,3,0,0,0,0.0486099,6.8895913,6.8380855,6
334,dog breeds,6998,315,1008,2,0,0,1.6094379,0.04112075,6.9157234,6.9186508,12
335,tigerdirect,2441,315,698,1,0,0,3.6888795,0.12419787,6.5482191,3.4856734,13
336,gmc,9414,314,1201,1,0,0,2.3978953,0.03404829,7.0909098,7.8251457,2
337,greyhound,7593,314,1277,1,1,0,1.6094379,0.04234181,7.1522689,5.9412686,18
338,webster dictiona,12798,314,2008,2,0,1,1.9459101,0.01049793,7.6048945,6.3630478,19
339,craigs list,69467,312,15165,2,0,0,2.0794415,0.0061571,9.6267454,4.5800198,10
340,dominos pizza,4441,312,707,2,1,0,4.3174881,0.05930871,6.5610307,6.2701556,14
341,budget,5597,311,714,1,1,0,2.0794415,0.0400431,6.570883,7.8053221,7
342,resumes,4922,311,621,1,0,0,1.9459101,0.0607767,6.4313311,7.8776167,6
343,pogo games,12807,310,1620,2,0,0,1.9459101,0.03412476,7.3901814,7.887037,5
344,charles schwab,2898,309,807,2,1,0,2.4849067,0.10803946,6.6933237,3.5638166,9
345,myspace,590920,308,292692,1,1,0,1.0986123,0.00616818,12.586876,2.0188423,0
346,yahoo games,16365,306,4705,2,0,0,0,0.00944425,8.4563811,3.4712009,5
347,goole,4253,305,1436,1,0,0,2.8332133,0.0306877,7.2696167,2.9324513,18
348,national city ba,12471,305,2088,3,0,0,2.1972246,0.02363358,7.6439619,5.967433,9
349,rental cars,4573,305,581,2,0,0,4.0430513,0.07141106,6.3647508,7.8330465,2
350,t mobile,18718,304,2367,2,0,1,3.3322045,0.01837581,7.7693786,7.8964935,11
351,walgreens,22130,304,3752,1,1,0,3.4657359,0.00757907,8.2300443,5.8933902,12
352,web md,30771,304,5715,2,0,0,0.69314718,0.00960355,8.6508496,5.3825022,12
353,tiger direct,3263,303,811,2,0,0,3.6888795,0.09967846,6.6982681,4.0098644,13
354,norton,4594,302,582,1,0,1,2.5649494,0.06356577,6.3664704,7.871134,11
355,wachovia bank,8885,301,1275,2,0,0,2.5649494,0.01748714,7.1507015,6.9466667,9
356,hgtv,25759,300,3359,1,0,0,2.8332133,0.01327218,8.1193986,7.6671628,13
357,youtube,134680,300,61980,1,1,0,0.69314718,0.0077151,11.034567,2.1726525,15
358,aol email,14874,299,1906,2,0,0,2.0794415,0.01074391,7.5527621,7.7932844,11
359,halo 3,6028,299,1004,2,0,0,2.1972246,0.04633811,6.9117473,5.9531873,5
360,ing,6494,299,821,1,0,0,2.0794415,0.03427875,6.7105231,7.8781973,9
361,coupons,4699,297,597,1,0,0,4.5108595,0.04831019,6.3919171,7.8509213,8
362,evite,4782,297,964,1,0,0,1.9459101,0.08314243,6.8710913,4.9533195,16
363,powerball,11527,297,5444,1,0,0,2.9957323,0.02012441,8.6022694,2.1127847,0
364,mls,8531,296,1236,1,0,0,3.4339872,0.03718064,7.1196356,6.8875405,10
365,personal loans,5088,295,648,2,0,0,3.0910425,0.0505413,6.4738907,7.8317901,9
366,radio,6039,295,873,1,0,0,1.7917595,0.03540777,6.7719356,6.8980527,0
367,realplayer,2987,295,394,1,0,0,1.6094379,0.09500411,5.9763509,7.4923858,11
368,autozone,13341,294,1977,1,1,0,3.3672958,0.00939292,7.5893358,6.743045,2
369,proactive,2920,294,365,1,1,0,2.5649494,0.08737949,5.8998974,7.9479452,12
370,tracfone,7385,294,934,1,1,0,3.9318256,0.04273474,6.8394764,7.891863,11
371,alli,5443,293,688,1,0,0,1.7917595,0.0516713,6.5337888,7.8604651,1
372,capitol one,2382,293,825,2,1,0,2.9957323,0.11099571,6.7153834,2.870303,9
373,british airways,6609,290,836,2,1,0,3.3322045,0.03987738,6.7286286,7.8815789,4
374,gamehouse,5413,290,690,1,0,0,1.9459101,0.06567614,6.5366916,7.8333333,5
375,microsoft office,7564,290,1085,2,1,0,2.7080502,0.03064413,6.9893353,6.9520737,11
376,viagra,3457,290,436,1,1,0,4.1743873,0.08100921,6.0776422,7.8256881,12
377,hilton hotels,5259,288,763,2,1,1,2.7725887,0.05270085,6.637258,6.8650066,4
378,norton antivirus,3571,288,448,2,1,1,2.4849067,0.0586375,6.1047932,7.9285714,11
379,sbc,5720,287,727,1,1,0,2.0794415,0.04305616,6.5889265,7.8418157,11
380,miniclip,7842,286,5419,1,0,0,1.9459101,0.05240982,8.5976666,1.4417789,5
381,saturn,5960,286,855,1,0,0,1.3862944,0.04667791,6.7511015,6.948538,18
382,costco,41057,285,6503,1,1,0,3.1354942,0.00804144,8.7800189,6.3110872,8
383,allstate,1363,283,632,1,1,0,2.3025851,0.21211698,6.4488894,2.1439873,9
384,careerbuilder,15928,283,2132,1,0,0,2.6390573,0.01679502,7.6648158,7.4652908,10
385,outlook express,7718,283,974,2,1,0,1.3862944,0.0309434,6.8814113,7.8952772,11
386,online games,9380,282,1186,2,0,0,1.0986123,0.02257905,7.0783416,7.8777403,5
387,saks,4935,282,674,1,0,0,3.3672958,0.05974959,6.5132301,7.3041543,8
388,us map,6239,282,791,2,0,0,2.0794415,0.02718502,6.673298,7.8596713,18
389,free e cards,5394,281,678,3,0,0,2.4849067,0.05099403,6.5191473,7.9321534,6
390,maps,44178,281,5643,1,0,0,1.7917595,0.01308762,8.6381711,7.8247386,18
391,bose,3836,280,488,1,1,0,3.1780538,0.0704086,6.1903154,7.8258197,13
392,golfsmith,5418,277,702,1,0,0,3.7135721,0.05466679,6.5539334,7.7065527,17
393,kia,5952,277,760,1,0,0,2.6390573,0.04663178,6.6333184,7.8236842,2
394,wedding dresses,6427,276,820,2,0,0,3.3672958,0.04052388,6.7093043,7.8097561,16
395,e-cards,4152,275,523,2,0,0,1.0986123,0.05495848,6.2595815,7.8910134,6
396,netflex,2088,275,268,1,0,0,2.3025851,0.08495823,5.590987,7.7089552,11
397,directtv,2288,274,635,1,1,0,3.4339872,0.14179006,6.453625,3.5826772,3
398,big fish games,5328,273,725,3,0,0,2.7080502,0.05860855,6.5861717,7.3324138,5
399,java,13990,273,2030,1,0,0,0.69314718,0.01925135,7.6157911,6.8862069,11
400,subaru,4612,273,664,1,1,0,2.4849067,0.06013961,6.4982821,6.9246988,2
401,e cards,4692,272,592,2,0,0,1.3862944,0.05530905,6.3835066,7.8986486,6
402,fedex tracking,8974,272,1173,2,1,0,3.4657359,0.0239524,7.0673198,7.6334186,10
403,bombay,3254,271,429,1,0,1,2.3978953,0.07464531,6.0614569,7.5687646,8
404,bratz games,7781,271,986,2,0,0,0.69314718,0.0227209,6.8936564,7.8661258,5
405,wells fargo bank,11396,271,2193,3,1,1,2.7080502,0.012076,7.6930257,5.1837665,9
406,cabellas,1931,269,578,1,0,0,3.1780538,0.12337945,6.3595739,3.3200692,17
407,concert tickets,4871,269,618,2,0,0,4.1588831,0.04949818,6.4264885,7.8478964,0
408,disney world,9650,269,1224,2,1,0,2.5649494,0.02468631,7.1098795,7.8602941,4
409,britney spears,27212,268,4126,2,0,0,1.6094379,0.01146769,8.3250637,6.5920989,0
410,discount tires,3800,268,548,2,1,0,4.9904326,0.07815165,6.3062753,6.9142336,2
411,furniture,7829,268,994,1,0,0,3.6375862,0.02781893,6.9017372,7.8651911,13
412,microsoft word,6328,268,907,2,1,0,1.0986123,0.04727225,6.8101425,6.9503859,6
413,ashley furniture,15534,267,2246,2,1,1,3.5553481,0.01727278,7.7169061,6.9127337,13
414,carfax,4304,267,582,1,1,0,3.3322045,0.06719525,6.3664704,7.362543,2
415,hawaiian airline,5975,266,752,2,0,0,3.0445224,0.05563773,6.6227363,7.9321809,4
416,horoscope,10026,266,1292,1,0,0,1.9459101,0.02212323,7.1639467,7.7407121,19
417,northwest airlin,22696,266,3240,2,0,0,2.4849067,0.01010515,8.0833286,7.0012346,4
418,runescape,31049,266,11806,1,0,0,3.0910425,0.00748033,9.3763632,2.6284093,5
419,goggle earth,3228,265,405,2,0,0,1.0986123,0.06207842,6.0038871,7.8814815,18
420,las vegas hotels,5411,265,685,3,0,0,3.1354942,0.04506377,6.5294188,7.8627737,4
421,advance auto par,6582,263,1107,3,1,1,4.0253517,0.04861421,7.0094089,5.9331527,2
422,barbie,20630,263,3029,1,1,0,2.0794415,0.01159454,8.0159878,6.793001,5
423,cars,17097,262,2176,1,0,0,3.5835189,0.01601909,7.6852436,7.8455882,2
424,funny videos,7084,262,1032,2,0,0,0,0.02375925,6.9392539,6.8275194,3
425,childrens place,5436,261,727,2,0,0,3.1780538,0.05341725,6.5889265,7.4635488,8
426,googles,7719,260,2070,1,1,0,2.7725887,0.02066975,7.6353039,3.7202899,6
427,nero,4587,258,662,1,1,0,2.0794415,0.05398345,6.4952656,6.9003021,6
428,sprint,35236,257,5075,1,1,0,3.6375862,0.00884503,8.5320818,6.9406897,11
429,cnn news,11436,255,3066,2,1,0,1.7917595,0.01186826,8.0281291,3.7221135,18
430,game,6072,253,774,1,0,0,1.0986123,0.02749789,6.6515719,7.7894057,5
431,health insurance,4610,253,584,2,1,0,2.9957323,0.05573861,6.369901,7.8732877,7
432,newport news,3294,253,744,2,0,1,2.3025851,0.0808954,6.612041,4.4153226,18
433,msn chat rooms,8660,252,1150,3,1,0,1.3862944,0.02014226,7.0475172,7.5165217,15
434,bellsouth email,10150,251,1289,2,1,0,2.8903718,0.02494584,7.161622,7.8572537,11
435,netzero,22885,250,3409,1,0,0,3.0910425,0.01253078,8.1341743,6.7090056,11
436,free chat rooms,6035,249,761,3,0,0,0.69314718,0.03930811,6.6346334,7.8961892,15
437,gps,4195,249,532,1,0,0,2.7725887,0.04433783,6.2766435,7.8571429,18
438,email,9938,248,1443,1,0,0,2.3025851,0.01333626,7.2744796,6.8731809,11
439,yahoo free games,8366,248,1063,3,0,0,1.6094379,0.02417926,6.9688504,7.8570085,5
440,bratz,12241,247,1769,1,0,0,1.9459101,0.0154309,7.4781697,6.8937253,5
441,comp usa,3232,247,598,2,0,0,3.9318256,0.07196133,6.3935908,5.3846154,10
442,local weather,6008,247,781,2,0,0,1.3862944,0.02793603,6.6605751,7.6658131,18
443,ringtones,6277,247,802,1,0,0,2.3025851,0.03948148,6.6871086,7.8054863,11
444,menards,11249,246,1674,1,1,0,3.6109179,0.00924887,7.4229713,6.7102748,13
445,payday loans,3816,246,482,2,1,0,2.6390573,0.05834905,6.1779441,7.8692946,9
446,screen savers,3042,245,382,2,0,0,0,0.06447486,5.9454206,7.8926702,11
447,bankofamerica,51359,243,7413,1,1,0,2.5649494,0.00686149,8.9109905,6.9252664,9
448,bass pro,5124,243,684,2,0,0,3.8501476,0.05206244,6.5279579,7.4809942,17
449,chevrolet,10905,243,1571,1,1,0,2.7725887,0.02285594,7.3594676,6.9363463,2
450,cricket,4493,242,783,1,0,0,2.1972246,0.0565967,6.6631327,5.7203065,14
451,hewlett packard,6538,242,831,2,1,1,2.7080502,0.03619031,6.7226298,7.8531889,11
452,oldnavy,1646,242,530,1,1,0,3.4965076,0.14412352,6.272877,3.0830189,8
453,sams,5920,241,777,1,0,0,2.3025851,0.0078503,6.6554404,7.6023166,8
454,airtran,19317,240,2452,1,1,0,2.944439,0.01629338,7.8046593,7.8739804,4
455,camping world,3864,240,486,2,0,0,2.8332133,0.07202123,6.1862086,7.8621399,2
456,movie times,6121,237,788,2,0,0,2.8332133,0.05400893,6.6694981,7.7538071,3
457,zales,2781,237,750,1,0,0,3.6635616,0.08561617,6.6200732,3.6973333,17
458,birthday cards,4549,236,574,2,0,0,1.7917595,0.05327335,6.3526294,7.8815331,6
459,credit cards,4560,236,579,2,0,0,3.3322045,0.0452474,6.3613025,7.865285,9
460,dexonline,4950,236,946,1,0,0,1.7917595,0.03277471,6.8522426,5.217759,15
461,diet pills,2553,235,320,2,0,0,3.6888795,0.09285484,5.768321,7.921875,12
462,allegiant airlin,3229,234,414,2,0,0,3.2188758,0.06991443,6.025866,7.7753623,4
463,embassy suites,5450,234,796,2,0,0,2.4849067,0.04559656,6.6795992,6.8316583,4
464,lingerie,5827,234,838,1,0,0,3.5835189,0.03941673,6.7310181,6.9415274,16
465,payless,5195,234,729,1,0,0,4.0253517,0.0484212,6.5916737,7.1179698,17
466,adaware,6060,233,769,1,0,0,1.0986123,0.03440837,6.645091,7.8673602,11
467,victoria secrets,3918,232,500,2,0,0,3.3322045,0.05852404,6.2146081,7.8,16
468,free screensaver,3883,230,488,2,0,0,0.69314718,0.06204153,6.1903154,7.932377,11
469,hertz car rental,4535,230,575,3,1,0,3.9702919,0.04852587,6.35437,7.8782609,2
470,ftd,3412,229,432,1,0,0,3.2188758,0.06965201,6.0684256,7.8680556,16
471,hpv,3908,229,496,1,0,0,0,0.0621997,6.2065759,7.8245968,12
472,music lyrics,5788,229,879,2,0,0,0.69314718,0.03204599,6.7787849,6.5676906,0
473,ups,46961,228,9556,1,0,0,3.3322045,0.01255469,9.1649245,4.9129343,10
474,att wireless,6984,227,1002,2,0,0,2.944439,0.0405108,6.9097533,6.9570858,11
475,car insurance,3841,227,485,2,1,0,3.0910425,0.05953081,6.1841489,7.8989691,9
476,lexapro,5253,227,665,1,0,0,2.6390573,0.04444541,6.499787,7.8721805,12
477,msn games,4584,227,1820,2,1,0,1.3862944,0.04717598,7.5065918,2.510989,5
478,sears appliances,3787,227,477,2,1,1,3.7376696,0.05883207,6.1675165,7.8784067,13
479,work from home,5337,227,679,3,0,1,1.9459101,0.04932282,6.5206211,7.8453608,9
480,loews,1742,226,325,1,0,0,1.6094379,0.09293255,5.7838252,5.3446154,4
481,real estate,7632,226,1102,2,1,0,3.5553481,0.03083445,7.004882,6.915608,10
482,sam's club,12297,226,1797,2,1,0,3.0445224,0.01013335,7.4938739,6.8330551,8
483,honda motorcycle,4989,225,717,2,1,0,3.1354942,0.04117611,6.5750758,6.9414226,2
484,carnival,3989,223,504,1,0,0,2.0794415,0.04235241,6.2225763,7.8849206,4
485,comcast cable,5108,223,647,2,1,1,3.7135721,0.0413466,6.4723463,7.8840804,11
486,k mart,3843,222,511,2,0,1,3.7841896,0.05237171,6.2363696,7.4774951,8
487,northern tool,4445,222,571,2,0,0,4.0073332,0.05463811,6.3473892,7.7775832,13
488,calorie counter,4440,221,561,2,0,0,1.3862944,0.05021315,6.3297209,7.8823529,1
489,audi,3624,220,521,1,0,0,2.7080502,0.06187062,6.25575,6.9385797,2
490,business cards,3821,220,488,2,0,0,2.8332133,0.05764242,6.1903154,7.7971311,6
491,toshiba,7016,220,891,1,1,0,2.8903718,0.03127563,6.7923444,7.8552189,11
492,gout,4519,219,574,1,0,0,1.0986123,0.0499166,6.3526294,7.8519164,12
493,ann taylor loft,2482,218,654,3,0,1,3.5553481,0.09830311,6.4831074,3.7874618,8
494,cvs pharmacy,1993,218,500,2,1,0,3.9318256,0.11933279,6.2146081,3.962,8
495,lillian vernon,4733,218,625,2,0,1,3.2580965,0.04871979,6.4377516,7.568,8
496,scrubs,3403,218,431,1,0,0,3.871201,0.06412903,6.0661081,7.8584687,8
497,universal studio,7876,218,1023,2,1,0,2.7080502,0.03221777,6.9304948,7.6920821,4
498,marshalls,3276,217,486,1,1,0,2.6390573,0.06610036,6.1862086,6.7160494,17
