querycode,query,num_ads,num_clicks,num_impressions,num_word,brand,location,log_trans,avg_ad_quality,log_imp,avg_num_ads,categoryid
750,myspace music,5456,142,815,2,1,0,1.0986123,0.00881841,6.7031881,6.6785276,0
751,hp computers,2118,141,267,2,1,0,3.4657359,0.06551191,5.5872487,7.8801498,11
752,jet blue airline,2497,141,317,3,1,0,3.4011974,0.04820505,5.7589018,7.851735,4
753,loans,4137,141,598,1,0,0,2.6390573,0.03063031,6.3935908,6.8913043,9
754,orbit,1416,141,178,1,0,0,2.1972246,0.05933762,5.1817836,7.8932584,18
755,bejeweled,4622,140,590,1,0,0,1.6094379,0.03183768,6.3801225,7.8186441,5
756,carnival cruise,7039,140,893,2,1,0,3.4657359,0.02892529,6.7945866,7.8667413,4
757,powerball number,5102,140,1002,2,0,0,2.3025851,0.0261118,6.9097533,5.0858283,0
758,scrabble,2335,140,298,1,1,0,2.4849067,0.04876516,5.6970935,7.795302,5
759,air tran,10179,139,1292,2,0,0,3.0910425,0.01926642,7.1639467,7.871517,4
760,cadillac,5196,139,655,1,1,1,2.3978953,0.02839411,6.4846352,7.9114504,2
761,golf clubs,2255,139,288,2,0,1,2.9957323,0.04660989,5.6629605,7.8090278,17
762,khols,1671,139,417,1,0,0,3.2188758,0.0943437,6.0330862,3.9976019,8
763,the secret,2751,139,401,2,1,0,2.6390573,0.03056793,5.9939614,6.8503741,19
764,toysrus,7725,139,1351,1,0,0,3.6375862,0.00810512,7.2086003,5.7105848,8
765,dillards,18509,138,3227,1,1,0,3.5263605,0.01183374,8.0793082,5.7325689,8
766,garmin gps,2814,138,357,2,1,0,2.7725887,0.04156156,5.8777358,7.8487395,18
767,juicy couture,3052,138,390,2,1,0,3.5263605,0.04099033,5.9661467,7.8025641,16
768,chicago,3676,137,526,1,0,0,2.3025851,0.03161403,6.2653012,6.9638783,14
769,lufthansa,2711,137,345,1,0,0,3.0910425,0.05624207,5.8435444,7.8492754,4
770,safeway,3617,137,541,1,1,0,3.4657359,0.03532931,6.2934193,6.6709797,8
771,89,2781,136,1180,1,0,0,1.3862944,0.02358165,7.0732697,2.3389831,19
772,address search,2448,136,310,2,0,0,1.6094379,0.06749044,5.7365723,7.8548387,10
773,ask a question,2220,136,293,3,0,0,2.7725887,0.01680219,5.6801726,7.5392491,7
774,carmax,16864,136,2463,1,1,0,2.9957323,0.00897164,7.8091354,6.8432806,2
775,garage doors,2006,136,254,2,0,0,2.9957323,0.06531029,5.5373343,7.8464567,13
776,mail,9213,136,2416,1,0,0,2.3978953,0.00742164,7.7898686,3.8104305,11
777,obituaries,3390,136,487,1,0,0,3.0910425,0.03738615,6.1882641,6.936345,10
778,utah miners,9601,136,1933,2,0,1,1.3862944,0.03063719,7.5668285,4.9668908,18
779,curves,2959,135,426,1,1,0,1.7917595,0.04664142,6.0544393,6.9389671,1
780,dave ramsey,3029,135,395,2,0,1,2.1972246,0.04930091,5.9788858,7.6531646,0
781,encarta,10718,135,1915,1,0,0,3.0445224,0.01018526,7.5574729,5.5906005,6
782,microsoft update,7330,135,1055,2,1,0,2.0794415,0.01776106,6.961296,6.9421801,11
783,ross,2120,135,306,1,0,0,2.4849067,0.03946769,5.7235851,6.8856209,19
784,avg free downloa,2214,134,316,3,0,0,1.7917595,0.05560479,5.7557422,6.9746835,11
785,suntrust,12096,134,1758,1,0,0,2.8903718,0.01052773,7.4719321,6.874289,9
786,azureus,2227,133,421,1,0,0,0.69314718,0.06269912,6.0426328,5.2707838,11
787,buick,3909,133,562,1,1,0,3.0910425,0.0344975,6.3315018,6.9501779,2
788,iq test,2225,133,286,2,0,0,0,0.05787057,5.6559918,7.7517483,19
789,menopause,2578,133,323,1,0,0,0,0.05314826,5.7776523,7.9287926,12
790,mls listings,2504,133,317,2,0,0,3.4339872,0.03960442,5.7589018,7.8895899,10
791,used trucks,1525,133,191,2,0,0,4.0253517,0.0712944,5.2522734,7.921466,2
792,weather forecast,3593,133,469,2,0,0,2.1972246,0.02144189,6.1506028,7.6332623,18
793,mini cooper,2642,132,333,2,1,1,2.944439,0.04407766,5.8081425,7.9249249,2
794,reverse director,2527,132,319,2,0,0,2.4849067,0.04175685,5.7651911,7.8871473,10
795,tractor supply,4473,132,761,2,0,1,3.3672958,0.04034713,6.6346334,5.8725361,2
796,blackberry,4195,131,605,1,1,0,2.3025851,0.02917244,6.4052285,6.9206612,11
797,cablevision,2703,131,349,1,0,0,3.4965076,0.05320468,5.8550719,7.7191977,9
798,chanel,1773,131,390,1,1,0,2.3025851,0.07106486,5.9661467,4.5128205,16
799,lumber liquidato,2922,131,387,2,0,0,3.6635616,0.04477331,5.9584247,7.5348837,13
800,musicians friend,3398,131,646,2,0,0,3.9512437,0.04127343,6.4707995,5.249226,8
801,ohio lottery,8475,131,1993,2,0,1,2.3978953,0.02253816,7.5973963,4.2483693,0
802,orbits,1829,131,230,1,0,0,2.5649494,0.06389521,5.4380793,7.9130435,18
803,texas lottery,11257,131,2131,2,0,1,1.3862944,0.02303177,7.6643466,5.2806194,0
804,wal mart shoppin,2340,131,321,3,0,1,3.8501476,0.03359402,5.7714411,7.2492212,8
805,walmart stores,5613,131,940,2,1,0,3.5835189,0.03170267,6.8458799,5.9648936,8
806,wedding favors,2373,131,300,2,0,0,3.2580965,0.05608502,5.7037825,7.87,16
807,world market,2554,131,408,2,0,0,4.7706846,0.06214315,6.0112672,6.247549,9
808,air france,2740,130,393,2,1,0,2.5649494,0.05140039,5.9738096,6.9414758,4
809,calender,3379,130,490,1,0,0,1.7917595,0.02284713,6.1944054,6.8795918,19
810,coke rewards,2256,130,284,2,0,0,3.2580965,0.04167987,5.6489742,7.9190141,9
811,ipod nano,2717,130,348,2,1,0,2.0794415,0.03842729,5.8522025,7.7873563,11
812,passports,4975,130,632,1,0,0,1.6094379,0.01882819,6.4488894,7.8623418,7
813,public records,1602,130,230,2,0,0,2.1972246,0.08826365,5.4380793,6.9,7
814,xbox 360,4742,130,606,2,1,0,2.944439,0.0273717,6.40688,7.8052805,5
815,albertsons,3086,129,521,1,1,0,3.2580965,0.04769104,6.25575,5.9078695,8
816,citibank,22662,129,3289,1,1,0,2.7725887,0.0075707,8.0983388,6.8881119,9
817,franklin covey,2158,129,274,2,0,1,2.8903718,0.06243933,5.6131281,7.8540146,19
818,phonebook,1360,129,173,1,0,0,3.1780538,0.04957648,5.1532916,7.8323699,10
819,verizon phones,1514,129,191,2,1,0,3.3322045,0.026639,5.2522734,7.8638743,11
820,apartment finder,2190,128,278,2,0,0,4.3040651,0.063673,5.6276211,7.8381295,10
821,free pogo games,2951,128,376,3,0,0,1.9459101,0.03823576,5.9295891,7.8031915,5
822,galls,1197,128,299,1,0,0,2.5649494,0.11747202,5.7004436,3.9866221,1
823,nintendo ds,1967,128,245,2,1,0,3.3672958,0.05414718,5.5012582,7.9387755,5
824,target,21941,128,3369,1,1,0,3.3322045,0.00822721,8.1223712,6.5117245,8
825,us post office,4624,128,827,3,0,1,3.7612001,0.01439983,6.7178047,5.5864571,10
826,avg antivirus,2082,127,299,2,0,0,2.3025851,0.05190376,5.7004436,6.9464883,11
827,currency exchang,6450,127,816,2,0,0,2.1972246,0.02707903,6.7044144,7.8811275,9
828,dominoes pizza,2435,127,317,2,1,0,4.8675345,0.02616157,5.7589018,7.6561514,14
829,jjill,1095,127,218,1,0,0,3.6109179,0.11838082,5.3844951,5.0137615,8
830,mahjong,2816,127,357,1,0,0,0.69314718,0.04730825,5.8777358,7.8711485,5
831,roamans,1509,127,191,1,0,0,3.871201,0.09241414,5.2522734,7.8691099,8
832,text twist,5708,127,760,2,0,0,1.6094379,0.02728345,6.6333184,7.5026316,5
833,children's place,2912,126,381,2,0,0,2.9957323,0.05234258,5.9427994,7.6404199,8
834,desktop wallpape,3531,126,446,2,0,0,0.69314718,0.03398256,6.100319,7.8946188,6
835,family tree,2088,126,264,2,0,0,0.69314718,0.0607956,5.5759491,7.8598485,19
836,halloween costum,2074,126,289,2,0,0,2.9957323,0.05647388,5.6664267,7.1418685,16
837,laptops,2579,126,373,1,0,0,2.9957323,0.04000588,5.9215784,6.8900804,11
838,texas lotto,5963,126,1143,2,0,1,1.0986123,0.01881478,7.0414117,5.2090989,0
839,addresses,1594,125,202,1,0,0,1.6094379,0.04381899,5.3082677,7.8316832,10
840,dex online,5630,125,741,2,0,0,2.3025851,0.02516329,6.6080006,7.5924426,15
841,dollar rent a ca,2308,125,291,4,1,0,4.7273878,0.055229,5.6733233,7.9140893,2
842,dresses,2986,125,381,1,0,0,3.5835189,0.02880917,5.9427994,7.8110236,16
843,experian,5195,125,657,1,0,0,3.0910425,0.02415956,6.487684,7.891933,9
844,gas prices,3333,125,421,2,1,0,4.1896547,0.04050867,6.0426328,7.9073634,2
845,jcwhitney,869,125,249,1,0,0,3.8501476,0.14697203,5.5174529,3.4698795,2
846,medical dictiona,6692,125,970,2,0,0,1.6094379,0.01680457,6.8772961,6.8907216,6
847,penske,1865,125,246,1,0,0,2.9957323,0.06904226,5.5053315,7.5569106,2
848,us postal servic,8616,125,1540,3,0,0,4.1271344,0.00868836,7.3395377,5.5909091,10
849,world map,9152,125,1324,2,0,0,1.9459101,0.00941398,7.1884127,6.9070997,18
850,acrobat,1089,124,155,1,1,0,2.1972246,0.05336419,5.0434251,6.9419355,11
851,bedroom furnitur,2353,124,300,2,0,0,3.7612001,0.05478765,5.7037825,7.83,13
852,dodge trucks,1962,124,248,2,1,1,2.7080502,0.06769362,5.5134287,7.8870968,2
853,finishline,2491,124,325,1,0,0,3.1354942,0.05736908,5.7838252,7.6523077,17
854,playhouse disney,5682,124,1453,2,1,0,1.0986123,0.0082775,7.2813857,3.9029594,17
855,scrapbooking,2551,124,320,1,0,0,2.944439,0.04390074,5.768321,7.93125,16
856,webmd,46727,124,8584,1,1,0,0,0.00688667,9.0576553,5.4424511,12
857,guess,3095,123,392,1,1,0,3.2188758,0.04265365,5.9712618,7.8852041,17
858,michigan lottery,7301,123,1476,2,0,1,0.69314718,0.02645732,7.297091,4.9444444,0
859,msn chat,6179,123,1274,2,1,0,2.0794415,0.0139775,7.1499168,4.8430141,11
860,tickets,3091,123,390,1,0,0,4.3820266,0.04180147,5.9661467,7.9076923,14
861,bluebook,2003,122,256,1,0,0,4.2904594,0.05967408,5.5451774,7.7890625,2
862,contacts,1175,122,147,1,0,0,3.0910425,0.07774569,4.9904326,7.877551,7
863,fafsa,12304,122,1574,1,0,0,2.0794415,0.01185093,7.3613754,7.8113088,7
864,invitations,2307,122,295,1,0,0,2.5649494,0.04727965,5.6869754,7.7932203,16
865,myspace graphics,6066,122,1186,2,1,0,0,0.01125651,7.0783416,5.1070826,6
866,scabies,2075,122,263,1,0,0,0.69314718,0.05103316,5.572154,7.851711,12
867,bell south,2677,121,388,2,1,1,3.2188758,0.02737929,5.9610053,6.8737113,11
868,credit reports,1895,121,237,2,0,0,2.6390573,0.07103271,5.4680601,7.9409283,9
869,gander mountain,5933,121,928,2,0,0,4.0943446,0.00925484,6.8330317,6.3846983,17
870,infiniti,2769,121,400,1,1,0,2.8332133,0.06064785,5.9914645,6.905,2
871,food network,33786,120,5817,2,0,0,1.6094379,0.00492969,8.6685399,5.8069452,1
872,free java downlo,2450,120,353,3,0,0,0.69314718,0.01225348,5.8664681,6.9065156,11
873,honda cars,2568,120,325,2,1,0,2.9957323,0.03820828,5.7838252,7.8769231,2
874,ins,3731,120,474,1,0,0,2.7080502,0.02944372,6.1612073,7.8544304,9
875,kevin trudeau,2207,120,280,2,0,0,2.3025851,0.05513127,5.6347896,7.8642857,1
876,peoplepc,4408,120,562,1,1,0,3.7135721,0.02834747,6.3315018,7.8327402,11
877,real arcade,1887,120,239,2,1,1,2.944439,0.07079567,5.4764636,7.8870293,5
878,tv guide,16194,120,3022,2,1,0,1.3862944,0.01018416,8.0136741,5.3577101,3
879,adt,2025,119,262,1,0,0,2.8332133,0.06273565,5.5683445,7.6832061,9
880,kelly bluebook,3217,119,409,2,0,1,4.8362819,0.05477279,6.0137152,7.8459658,2
881,people magazine,26073,119,4978,2,0,0,1.9459101,0.00613058,8.5127835,5.2354359,3
882,us bank,28001,119,4184,2,0,0,3.0445224,0.00519999,8.339023,6.6909656,9
883,craig list,6720,118,1201,2,0,1,2.0794415,0.01282074,7.0909098,5.5861782,10
884,crossword puzzle,4207,118,544,2,0,0,0.69314718,0.02689834,6.2989492,7.71875,5
885,curcuit city,1619,118,227,2,0,0,2.8332133,0.06104436,5.42495,7.0440529,10
886,depression,3084,118,395,1,0,0,0.69314718,0.03826297,5.9788858,7.7848101,12
887,mitsubishi,3885,118,559,1,1,0,2.4849067,0.03149314,6.3261495,6.9391771,2
888,palm,2112,118,303,1,1,0,1.6094379,0.05440739,5.7137328,6.9636964,4
889,rand mcnally,6405,118,1044,2,0,0,2.944439,0.02549012,6.9508148,6.1302682,18
890,saks fifth avenu,2547,118,356,3,1,0,3.4339872,0.05765296,5.8749307,7.1460674,8
891,tatoos,3241,118,540,1,0,0,0.69314718,0.01779694,6.2915691,5.9851852,16
892,thrifty,1972,118,262,1,0,0,2.9957323,0.06629231,5.5683445,7.5152672,2
893,unclaimed money,1077,118,134,2,0,0,1.0986123,0.10305553,4.8978398,7.8880597,7
894,cosco,3797,117,483,1,0,0,2.8903718,0.0188303,6.1800167,7.8530021,8
895,fibromyalgia,3833,117,483,1,0,0,0,0.0312712,6.1800167,7.9151139,12
896,free avg,2209,117,316,2,0,0,0.69314718,0.05532804,5.7557422,6.9651899,11
897,free people find,1967,117,249,3,0,0,2.6390573,0.03416339,5.5174529,7.8634538,6
898,head lice,2017,117,256,2,0,0,0.69314718,0.05698683,5.5451774,7.8164063,16
899,hot tubs,1674,117,210,2,0,0,2.8332133,0.06581572,5.3471075,7.9380952,13
900,napa,6570,117,957,1,0,0,2.4849067,0.01534131,6.8638034,6.8578892,4
901,walmart jobs,2694,117,386,2,1,0,2.7725887,0.03821685,5.9558374,6.9507772,8
902,walt disney worl,5791,117,834,3,0,0,2.4849067,0.02923947,6.7262334,6.9352518,17
903,wigs,2216,117,281,1,0,0,3.3322045,0.04555593,5.6383547,7.8540925,16
904,avenue,1903,116,248,1,0,0,2.6390573,0.06474909,5.5134287,7.641129,8
905,singles,1750,116,224,1,1,0,1.9459101,0.01964656,5.4116461,7.7901786,6
906,winmx,1564,116,201,1,0,0,1.0986123,0.07382637,5.3033049,7.7462687,11
907,apartment guide,2399,115,303,2,0,0,3.8066625,0.04961219,5.7137328,7.8910891,10
908,ask jeeves,2825,115,922,2,0,0,2.0794415,0.01061238,6.8265452,3.0585683,6
909,chess,2536,115,322,1,0,0,1.6094379,0.04948875,5.7745515,7.8354037,5
910,super 8 motel,1950,115,249,3,0,0,2.3978953,0.05216973,5.5174529,7.815261,4
911,usa3000,2718,115,350,1,0,0,3.3322045,0.0324021,5.8579332,7.7542857,4
912,zillow home valu,1728,115,251,3,0,1,3.8501476,0.03502887,5.5254529,6.8326693,10
913,davids bridal,8289,114,1101,2,1,0,3.0910425,0.01374719,7.0039741,7.5222525,16
914,discovercard,3105,114,446,1,0,0,3.7376696,0.04173336,6.100319,6.9529148,9
915,espn sports,9109,114,1332,2,1,0,1.9459101,0.00767245,7.1944369,6.8310811,14
916,irs,17311,114,2541,1,0,0,3.5263605,0.01244147,7.840313,6.8091303,7
917,my aol email,7235,114,923,3,0,0,1.3862944,0.01178968,6.8276292,7.8299025,11
918,new balance,2692,114,340,2,1,0,3.6375862,0.04596517,5.8289456,7.8970588,17
919,argos,1913,113,614,1,0,0,2.8903718,0.06667427,6.4199949,3.1074919,13
920,bipolar,2224,113,283,1,1,0,1.3862944,0.06180213,5.6454469,7.8162544,12
921,birth certificat,1423,113,178,2,0,0,2.3978953,0.06715122,5.1817836,7.9325843,7
922,cartoon,6256,113,951,1,0,0,1.3862944,0.0136283,6.8575141,6.5657203,3
923,earth,3076,113,390,1,0,0,0,0.02718551,5.9661467,7.8589744,18
924,naruto,11669,113,1726,1,0,0,1.0986123,0.00843063,7.4535619,6.7537659,3
925,niagara falls,3218,113,408,2,0,0,2.5649494,0.03451063,6.0112672,7.8651961,4
926,sheraton hotels,2118,113,268,2,1,0,2.3025851,0.05822496,5.590987,7.880597,4
927,amtrak,19241,112,3251,1,1,0,2.9957323,0.00872626,8.0867179,5.9184866,18
928,ceiling fans,1500,112,190,2,0,0,2.9957323,0.07255375,5.2470241,7.8526316,13
929,disney cruise,2603,112,331,2,1,0,2.8903718,0.04223074,5.8021184,7.836858,4
930,dreams,3249,112,421,1,0,0,1.7917595,0.01651737,6.0426328,7.6983373,19
931,metro pcs,3286,112,414,2,1,0,3.5835189,0.03768078,6.025866,7.9130435,11
932,nextel phones,2400,112,303,2,1,0,3.0445224,0.0316272,5.7137328,7.8877888,11
933,nfl schedule,4895,112,709,2,1,0,2.1972246,0.01541414,6.5638555,6.8970381,14
934,peoplefinder,1134,112,143,1,0,0,2.3978953,0.06599458,4.9628446,7.8951049,10
935,pep boys,7096,112,1186,2,1,0,4.1431347,0.01717547,7.0783416,5.9780776,2
936,phone number,1448,112,181,2,0,0,2.944439,0.06647086,5.198497,7.9502762,10
937,speed test,5027,112,635,2,0,0,1.3862944,0.02196975,6.453625,7.903937,11
938,trapped miners,1255,112,373,2,0,0,0.69314718,0.04560314,5.9215784,3.3565684,18
939,usps,38850,112,7339,1,1,0,3.9702919,0.00676379,8.9009579,5.2933642,10
940,visa,2175,112,273,1,0,0,3.2580965,0.04307215,5.6094718,7.9267399,9
941,vista print,1723,112,220,2,0,1,3.7376696,0.0673467,5.3936275,7.8045455,6
942,comcast home pag,5340,111,909,3,1,1,2.8903718,0.01401069,6.8123451,5.8668867,11
943,dominoes,1668,111,248,1,0,0,2.3978953,0.01331603,5.5134287,6.7137097,5
944,modells,1119,111,261,1,0,0,3.5553481,0.09292169,5.5645204,4.2643678,8
945,seventh avenue,1442,111,303,2,0,0,3.3322045,0.08284121,5.7137328,4.7425743,10
946,wedding gowns,2329,111,294,2,0,0,2.8903718,0.05312988,5.6835798,7.8843537,16
947,allegiant,1740,110,223,1,0,0,2.4849067,0.07239859,5.4071718,7.7892377,4
948,bedding,2496,110,323,1,0,0,3.7376696,0.02970037,5.7776523,7.7089783,8
949,contact lenses,1437,110,181,2,0,0,3.4657359,0.07733125,5.198497,7.878453,16
950,dish,2918,110,370,1,0,0,2.8903718,0.05570896,5.913503,7.8783784,1
951,nationwide,3257,110,472,1,1,0,3.1354942,0.0333449,6.156979,6.8877119,9
952,nissan cars,1874,110,266,2,1,0,3.3672958,0.05462573,5.5834963,7,2
953,peoplesearch,1122,110,143,1,0,0,1.3862944,0.0754659,4.9628446,7.7762238,6
954,plane tickets,1480,110,187,2,0,0,4.8903491,0.04564582,5.2311086,7.8877005,4
955,ringworm,2011,110,289,1,0,0,0.69314718,0.04971765,5.6664267,6.9342561,12
956,yahoo email,31817,110,6339,2,0,0,1.7917595,0.01320671,8.7544763,5.0181417,11
957,aaa travel,1692,109,280,2,1,0,2.4849067,0.06569031,5.6347896,6.0357143,4
958,advanced auto,1363,109,213,2,1,0,3.7612001,0.08649054,5.3612922,6.3849765,2
959,coach outlet,1977,109,250,2,1,0,4.0253517,0.05867391,5.5214609,7.888,8
960,msc,2939,109,423,1,0,0,1.6094379,0.0351522,6.0473722,6.9338061,7
961,multiple scleros,3193,109,408,2,0,0,0,0.0349268,6.0112672,7.8063725,12
962,nada blue book,2414,109,348,3,1,0,4.4188406,0.06737313,5.8522025,6.8965517,2
963,spanx,2748,109,347,1,1,0,3.5263605,0.04083116,5.8493248,7.8904899,16
964,wills,944,109,121,1,0,0,1.3862944,0.08665976,4.7957905,7.677686,7
965,zuma,3261,109,411,1,0,0,1.6094379,0.03537038,6.0185932,7.9099757,5
966,bar stools,1382,108,176,2,0,0,3.4965076,0.0790088,5.170484,7.8011364,13
967,chantix,2602,108,511,1,0,0,3.4657359,0.042431,6.2363696,5.0861057,12
968,cigna,3449,108,496,1,0,0,2.7080502,0.03226555,6.2065759,6.9274194,7
969,enterprise renta,4428,108,562,2,1,1,3.6375862,0.06035572,6.3315018,7.8718861,2
970,florida lotto,3291,108,1023,2,0,1,1.6094379,0.02457825,6.9304948,3.2091887,0
971,j crew,3002,108,515,2,0,0,3.3322045,0.02479264,6.2441669,5.823301,16
972,kodak gallery,3772,108,559,2,1,1,3.4657359,0.02896172,6.3261495,6.7423971,6
973,lows,1010,108,148,1,0,0,1.3862944,0.06727445,4.9972123,6.7905405,18
974,morpheus,1906,108,272,1,0,0,1.6094379,0.05696143,5.6058021,6.9816176,19
975,motels,1747,108,224,1,0,0,3.4965076,0.07919629,5.4116461,7.7544643,4
976,short hair style,4825,108,698,3,0,0,1.0986123,0.025113,6.5482191,6.9040115,16
977,transunion,3160,108,400,1,0,0,2.8332133,0.03172686,5.9914645,7.89,9
978,as seen on tv,2933,107,372,4,0,0,3.9318256,0.03437974,5.9188939,7.8682796,8
979,bad credit loans,2240,107,321,3,0,0,2.3978953,0.04272146,5.7714411,6.9470405,9
980,columbia house,2298,107,294,2,0,1,3.3672958,0.04963942,5.6835798,7.7993197,10
981,cycle trader,3204,107,413,2,0,0,4.3944492,0.02711424,6.0234476,7.7360775,2
982,football,4631,107,670,1,0,0,2.8332133,0.01486035,6.5072777,6.8791045,14
983,houses for sale,1573,107,201,3,0,0,4.7184989,0.03763354,5.3033049,7.7910448,10
984,i phone,2155,107,280,2,0,0,3.1354942,0.04351464,5.6347896,7.6571429,11
985,lamps plus,1441,107,188,2,1,0,4.2904594,0.07856688,5.236442,7.6170213,13
986,log homes,1729,107,218,2,0,0,1.6094379,0.05797716,5.3844951,7.8899083,13
987,napster,1246,107,669,1,0,0,2.7080502,0.08759934,6.5057841,1.8550075,0
988,optimum online,3260,107,596,2,0,0,3.7841896,0.03583005,6.3902407,5.4597315,11
989,public storage,2233,107,286,2,0,0,2.3025851,0.04986618,5.6559918,7.8006993,13
990,resume templates,2036,107,256,2,0,0,0.69314718,0.07096487,5.5451774,7.890625,6
991,southwest airlin,7215,107,1017,2,1,0,2.8332133,0.01222603,6.9246124,7.0894789,4
992,united airline,1726,107,219,2,1,0,3.4011974,0.05088958,5.3890717,7.8721461,4
993,video,6193,107,902,1,0,0,1.0986123,0.01491231,6.8046145,6.845898,3
994,wells fargo onli,5007,107,643,3,0,1,3.5553481,0.00619248,6.4661447,7.7698289,9
995,wet seal,2515,107,466,2,0,0,3.5553481,0.05118184,6.1441856,5.388412,8
996,windows update,15848,107,2315,2,0,0,2.5649494,0.00871279,7.747165,6.8440605,11
997,costco wholesale,3801,106,550,2,1,0,3.6635616,0.01052862,6.3099183,6.8963636,8
998,digital cameras,2547,106,374,2,0,0,3.7376696,0.04372187,5.9242558,6.7834225,13
999,exchange rates,3105,106,399,2,0,0,2.3978953,0.02496817,5.9889614,7.7518797,9
1000,free radio,1865,106,245,2,0,0,1.6094379,0.04593013,5.5012582,7.5795918,0